지역명,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24
부천시 원미구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.68058184
부천시 소사구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.1251914
부천시 오정구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.2525239
광명시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.56,59.9106,60.1758,60.4182,61.8826,63.2951,63.8747,65.2646,66.093,66.8359,67.3787,68.1967,68.2554,68.2311,68.4405,68.4971,68.3283,68.3587,68.0584,68.3611,68.197,68.7802,68.724,69.2332,68.9995,69.6691,70.9515,72.1559,72.8908,73.2845,73.852,74.2477,74.4843,75.5632,75.6667,75.6667,76.2679,76.294,75.9176,75.5583,74.773,74.4139,74.0738,73.7846,73.4708,73.5383,73.4724,73.2972,73.2355,73.0868,72.6651,72.3566,72.2097,71.7766,71.0887,70.5021,70.1733,69.4648,69.0163,68.3173,67.3454,66.7292,66.5434,65.8489,63.3037,57.9719,57.0687,56.9374,57.0446,57.8084,57.8084,57.2777,57.537,57.4977,57.4518,57.4328,57.4743,57.3689,57.2696,57.2421,56.7187,56.0081,55.4644,55.4644,54.6118,54.5075,54.4325,53.9587,54.1015,54.1015,60.2508,62.2418,62.2293,62.6487,60.8971,59.84,58.9202,58.2017,57.6566,57.2884,57.8081,57.7458,58.1338,58.3451,58.6171,58.632502,58.53921383,58.30932014,59.68663211,59.23336795,59.24457436,59.2038045,59.30612575,59.28097106,59.33102578,56.45624044,56.02527936,55.70691792,55.23782532,55.31698232,55.68391088,55.54121429,55.37719845,55.26909812,55.07902381,54.92726604,54.88420149,54.96063873,55.20565578,55.43486065
평택시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.8539,63.1305,63.4906,63.7445,63.9527,64.1059,64.3198,64.5824,64.6444,65.1836,65.4656,65.7693,66.3785,66.4449,66.465,66.5198,66.4926,66.6822,67.2277,67.3926,67.5706,67.497,67.5727,67.6503,67.6747,67.7566,68.1728,68.2851,68.4785,70.4254,70.3543,70.6176,70.681,71.3485,71.3042,71.3042,70.9977,70.8996,70.9157,71.1536,71.5639,71.4268,71.3532,72.1621,72.3087,72.4073,72.2809,72.0857,72.1641,72.215,72.1631,71.9458,72.079,72.228,72.2594,72.6301,72.5887,72.7998,72.1326,71.9119,71.9291,71.9983,72.0433,71.0016,70.82,70.7184,70.2368,70.6054,70.1637,69.6568,69.6568,69.5606,69.5561,69.6216,70.0111,70.215,70.4083,70.6105,70.7303,71.2098,71.262,71.5258,71.65,71.65,71.6936,71.5137,71.5352,71.8405,72.6467,72.6467,74.9711,76.2736,77.3001,77.488,77.1267,77.7134,77.3889,76.8351,75.7567,74.2145,73.6074,72.1592,71.4646,70.3295,69.8562,70.010312,70.01769804,70.1110467,70.34250559,70.47293402,70.99020578,71.76291057,72.03237871,72.29014672,73.54846488,70.67732127,70.43884094,69.77775393,69.03839764,68.37359413,68.62290778,68.68437265,68.56354029,68.55161718,67.95550514,67.99567774,67.45268068,67.72315097,67.76198431,67.81826614
동두천시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.5823,49.7625,50.2485,50.5215,50.7979,51.3632,51.8731,52.3109,53.1116,53.1184,53.6103,54.5924,54.9982,55.2685,55.9176,56.1264,56.1835,56.1739,56.9918,57.246,58.5149,58.6451,58.6791,58.8392,59.2755,59.943,60.9159,60.9792,61.2799,61.9296,62.1958,62.9184,62.8591,64.2512,64.3954,64.3954,66.1666,66.6033,66.8321,67.328,68.6063,69.0298,69.4127,70.7598,71.1027,71.7199,71.8648,71.9019,71.9263,72.485,73.0706,73.3493,73.2968,73.2968,73.2396,74.0522,74.1362,73.9807,73.9766,74.0245,73.6232,73.3787,74.0146,74.2863,74.5722,74.7324,74.9621,75.042,75.0308,75.0594,75.0594,76.0835,76.2564,76.3659,76.2855,76.5895,76.6232,76.6232,76.7727,77.1769,77.303,77.5241,78.1053,78.1053,78.1908,78.2471,78.3478,78.3239,78.3239,78.3239,78.6838,79.0306,80.5333,80.7954,78.8666,79.0194,76.1234,74.4629,73.9796,72.632,70.4787,67.322,66.9193,66.7275,66.5074,66.544774,67.2311533,67.33659207,68.60679849,68.91420982,69.14154955,70.10910256,70.49915323,70.9722626,71.97323912,73.9525782,73.67513458,73.53179438,72.49751182,72.67355169,74.52010797,74.77236635,75.17798998,74.73359362,74.49676184,74.69713811,74.42962268,74.54893915,74.5791551,74.2775997
안산시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.1845,61.776,62.1039,62.2881,62.5986,63.5852,64.7843,65.4267,65.7565,65.9292,66.5179,66.4852,66.727,66.7471,67.0159,67.1345,67.3213,67.1204,67.0972,67.5209,67.9032,68.0567,69.3369,69.6478,70.3085,70.4479,71.6576,72.323,72.3054,72.8732,72.4928,72.9482,73.5923,73.2599,73.542,73.6355,73.7352,73.8569,74.3055,75.0953,75.357,75.5748,76.0034,76.174,76.5221,76.6679,76.8241,76.8683,77.0476,77.1914,77.4014,77.4612,77.3913,77.3779,77.4941,77.4525,77.3799,77.188,76.8805,76.7098,75.7571,74.9692,74.7667,73.5518,73.4733,73.246,73.4546,72.8934,72.7046,72.9673,73.0466,73.2614,73.6121,73.6857,74.1416,74.1498,74.3252,74.3817,74.3977,74.5591,74.2522,73.9301,73.1529,71.2858,70.2403,69.6671,68.6333,67.5423,67.7178,68.8363,70.5002,71.2341,71.8637,71.212,70.326,68.1084,64.5297,61.2976,60.2891,60.5217,64.0421,64.5166,64.3366,64.2293,64.2391,64.471249,64.86305109,65.07989581,64.87250983,64.98368555,64.99537203,65.11057453,65.06939466,65.11530023,64.93357076,63.33964174,62.79778917,61.01319716,59.36123066,58.98474251,58.24463045,58.15091808,58.18596291,57.91361213,58.12463532,58.39656019,58.55680462,58.9179894,59.09681232,59.25992409
안산시 상록구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.8217,62.0661,62.4082,62.6351,62.8062,64.0818,65.3316,66.0897,66.3771,66.8634,67.5584,67.7263,67.8907,67.9722,68.3657,68.4374,68.4496,68.2603,68.0191,68.3505,68.824,69.2075,70.2316,70.6338,70.6169,71.1752,73.0859,73.9321,73.6924,74.1536,73.8378,74.345,75.0511,74.3548,74.2177,74.2177,74.1871,74.2362,74.4475,75.3134,75.4937,75.6587,75.711,75.9525,76.7231,77.0294,77.1968,77.1959,77.1771,77.2829,77.4523,77.5577,77.5519,77.5271,77.6354,77.461,77.444,77.279,77.2547,77.1032,76.1481,74.971,74.7541,74.5405,74.672,74.4491,75.0812,73.8589,73.5326,73.7279,73.7279,74.1001,74.2099,74.6221,74.8869,74.9222,75.1421,75.0957,75.1398,75.3601,74.8742,74.8373,74.4225,74.4225,71.7882,71.145,70.339,68.3009,67.8735,67.8735,71.1101,71.9567,71.9475,71.598,70.2408,67.6799,64.8999,61.275,60.4554,60.6672,63.2936,63.5473,62.6956,62.4724,62.7775,63.231822,63.56034742,63.76414422,63.26192446,63.1978015,63.17982585,63.23046419,63.23046419,63.11512708,62.94892428,63.43561567,63.1532085,62.23145466,60.84218754,60.04390048,60.42468594,59.81679212,59.83639007,59.34931722,59.27706157,58.99426226,58.96961486,58.97333092,58.95206747,58.8523072
안산시 단원구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.6964,61.5538,61.8708,62.0224,62.4395,63.2048,64.365,64.9188,65.2812,65.2135,65.721,65.5346,65.8357,65.8088,65.982,66.1366,66.4571,66.2473,66.391,66.8856,67.198,67.1752,68.6516,68.8926,70.0723,69.8909,70.5637,71.0905,71.243,71.8925,71.4626,71.8783,72.4749,72.4019,73.0124,73.0124,73.381,73.5597,74.1942,74.9243,75.2499,75.5091,76.2325,76.3477,76.3646,76.3846,76.5321,76.6116,76.946,77.1198,77.3615,77.3856,77.2654,77.261,77.3833,77.4459,77.3297,77.1166,76.5872,76.4016,75.4507,74.9678,74.7766,72.777,72.5339,72.3033,72.1799,72.1368,72.0557,72.3861,72.3861,72.6206,73.1552,72.9702,73.572,73.5596,73.7009,73.8361,73.8306,73.9471,73.777,73.2368,72.1827,72.1827,69.0575,68.5378,67.3299,66.9626,67.5989,67.5989,70.0342,70.6819,71.7996,70.9171,70.3911,68.4359,64.2467,61.3149,60.1619,60.4105,64.6141,65.2572,65.5906,65.5718,65.3559,65.418362,65.85851626,66.08533158,66.10324376,66.34837453,66.38272743,66.54726683,66.47461924,66.64373892,66.45014468,62.97539719,62.5284289,60.08171282,58.22888538,58.17490629,57.06515019,56.89963982,56.94628718,56.83521933,57.26603418,57.95124954,58.24924539,58.87675787,59.20465271,59.56373464
고양시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.7651,57.3938,57.8198,58.3924,59.4524,61.0935,62.5337,63.7031,64.4778,65.0588,65.7464,66.2736,66.6769,66.8464,67.146,67.4706,67.5906,67.9438,68.225,68.7985,69.6149,70.3198,70.8396,71.696,72.254,72.6468,73.8448,75.5571,76.009,77.1939,77.8339,79.4229,79.9603,79.6732,80.3501,80.6184,80.8337,81.33,81.5165,81.5059,81.2919,81.0323,80.8935,80.7321,80.8346,81.3186,81.4835,81.5043,81.3438,81.4299,81.4165,81.0466,80.7422,80.5935,80.5535,80.5739,80.5908,80.8488,80.8939,80.7963,80.6459,80.4466,80.4225,80.2255,80.1492,79.8297,79.0276,78.5212,78.0883,77.8632,77.4105,77.1312,77.0065,76.8263,76.685,76.8779,76.7415,76.7199,76.7942,76.7427,76.5124,76.3032,76.1767,75.7261,75.51,75.6717,75.4204,74.7151,74.5691,76.2572,76.7845,77.9175,77.5508,74.4597,71.5359,68.8747,68.3729,68.3702,68.3807,68.3736,68.8809,69.2986,68.8977,68.4859,68.7101,68.950705,68.96660137,69.30475073,69.87936827,69.89830684,70.19046223,70.19617271,70.24562374,70.07818004,69.40978343,68.11244574,66.70042489,65.37952874,63.44872415,63.22232885,63.2297449,63.3524074,63.55145273,63.63191327,64.0141058,64.27095325,64.78951761,65.34386644,65.93169191,66.4826453
고양시 덕양구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.0597,61.5734,61.8553,62.2243,63.3775,64.5201,65.6791,66.493,66.8957,66.9782,67.5305,67.7866,68.1248,68.3898,68.8577,69.7559,69.6574,69.7659,70.029,70.8052,71.7895,73.1047,73.9612,74.8673,75.4699,75.9188,76.5731,77.68,78.2127,78.6761,79.16,80.147,80.6869,80.896,81.5717,81.5717,82.1871,82.8531,82.9285,83.0462,82.9298,83.0018,82.6269,82.6493,82.7521,83.5845,83.9973,83.9125,83.4909,83.6903,83.5058,83.2184,83.0489,82.7503,82.7221,82.6459,82.5416,82.6673,82.7112,82.6437,82.3905,82.0672,82.0385,81.9095,81.9122,81.4802,80.0481,79.0534,78.7701,78.6127,78.6127,77.5868,77.5175,77.4616,77.4052,77.5192,77.4414,77.2736,77.2878,77.3819,77.0626,76.8793,76.6917,76.6917,75.1844,74.938,74.4551,73.6048,72.8084,72.8084,73.8856,73.9569,73.2451,71.9626,69.2075,65.6016,64.8201,64.5873,64.5162,64.7312,65.9141,65.9002,65.2417,64.9745,65.5519,65.645997,65.68925558,65.91256219,67.33644373,67.47768114,68.48633198,68.59571802,68.73962372,68.68037205,67.9675062,64.98308808,63.48021146,62.18683299,61.48007356,61.51087252,61.83983701,61.85838056,62.18274491,62.27198402,62.9977901,63.5693158,64.5140965,65.52687466,66.49502975,67.18706492
고양시 일산동구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.8792,55.7228,56.3046,56.7091,57.4761,58.5828,59.6126,60.9713,62.6216,63.7603,65.0156,65.7764,65.8259,66.0935,66.4808,66.4907,66.8417,67.0108,67.7402,68.3254,68.8577,69.0805,69.2412,70.3174,70.676,71.0616,72.3104,74.0383,74.1667,75.5263,76.5648,78.5223,79.144,78.1841,78.8221,78.8221,79.2828,79.617,79.8678,79.8285,79.6386,79.3184,79.4445,78.9649,78.9794,79.3346,79.173,79.2681,79.3401,79.2419,79.2052,78.9217,78.6768,78.6279,78.722,79.0886,79.0818,79.9722,80.0803,80.1149,80.0201,80.0027,79.9294,79.5138,79.2517,78.8301,78.5374,78.4881,78.322,78.2604,78.2604,77.8057,77.8287,77.3531,77.2222,77.5373,77.3289,77.3019,77.4777,76.9809,76.95,76.8069,76.5034,76.5034,76.5263,76.5069,75.9963,75.4963,76.5543,76.5543,80.0808,81.2458,80.2387,76.209,72.6017,70.0011,69.8702,70.3834,70.6175,70.7967,71.1915,72.112,72.3981,72.1455,72.6734,73.429174,73.3420481,73.52054019,73.45408813,73.3065655,73.11098753,73.07612677,72.97894246,72.68523117,71.94531099,70.81609688,69.89588253,68.41588587,64.69699306,64.57651623,64.75627527,64.69585222,64.74091987,65.07344924,65.2275371,65.21528636,65.35372343,65.66724209,66.09219696,66.49014797
고양시 일산서구,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.7354,54.3381,54.8057,55.6896,56.8479,59.3313,61.3176,62.7162,63.2895,64.0015,64.4536,65.0973,65.7955,65.8065,65.8822,65.843,66.0291,66.7448,66.752,67.1172,67.9521,68.3658,68.7857,69.4497,70.0933,70.4351,72.1392,74.4416,75.024,76.8104,77.3455,79.2916,79.7716,79.257,79.9611,79.9611,80.3086,80.7174,80.989,80.8498,80.5077,79.9073,79.8638,79.7026,79.863,80.0322,80.1292,80.222,80.2071,80.2855,80.4841,79.9622,79.4631,79.4205,79.2778,79.1793,79.3511,79.3411,79.3458,79.1256,79.0567,78.8789,78.8927,78.7629,78.7192,78.5967,78.1803,77.9317,77.1495,76.704,76.704,76.1112,75.8147,75.7053,75.458,75.6533,75.5014,75.6534,75.7235,75.8275,75.555,75.2677,75.3411,75.3411,75.1478,75.9152,76.1214,75.4349,75.1671,75.1671,77.749,80.0912,80.5914,76.0844,73.4626,71.8536,71.4066,71.2951,71.2375,70.8371,70.642,71.1946,70.5924,69.8967,69.4899,69.525354,69.58451279,70.1722275,70.22790374,70.22610351,70.04176664,69.95668132,70.00327598,69.80219858,69.23750284,69.66811513,68.13235345,66.8880652,64.79953733,64.1801614,63.78111865,64.128945,64.34221353,64.25325058,64.38551231,64.45567752,64.732617,64.91189645,65.16113937,65.64928558
